Date,Open,High,Low,Close,Adj Close,Volume
2022-06-06,1376.300049,1387.000000,1360.650024,1378.449951,1378.449951,3086633
2022-06-07,1362.000000,1374.300049,1354.099976,1362.599976,1362.599976,5126983
2022-06-08,1373.300049,1381.000000,1357.000000,1367.400024,1367.400024,2993294
2022-06-09,1362.250000,1382.050049,1357.150024,1377.699951,1377.699951,3655908
2022-06-10,1360.099976,1367.949951,1343.599976,1351.099976,1351.099976,4577715
2022-06-13,1323.599976,1330.000000,1308.300049,1326.599976,1326.599976,5446286
2022-06-14,1311.250000,1326.000000,1305.000000,1312.000000,1312.000000,5935178
2022-06-15,1301.650024,1315.800049,1298.400024,1307.449951,1307.449951,5905235
2022-06-16,1310.000000,1320.550049,1278.000000,1281.300049,1281.300049,6084596
2022-06-17,1275.000000,1299.000000,1271.599976,1289.750000,1289.750000,7361961
2022-06-20,1304.699951,1325.000000,1294.150024,1322.150024,1322.150024,7968420
2022-06-21,1336.900024,1354.000000,1324.050049,1336.550049,1336.550049,6610342
2022-06-22,1332.250000,1336.949951,1323.199951,1330.250000,1330.250000,4079849
2022-06-23,1330.500000,1348.000000,1318.500000,1335.150024,1335.150024,7686122
2022-06-24,1338.550049,1361.650024,1338.550049,1353.800049,1353.800049,4006716
2022-06-27,1370.000000,1376.000000,1352.000000,1356.250000,1356.250000,4902082
2022-06-28,1344.000000,1351.000000,1338.400024,1345.900024,1345.900024,4885287
2022-06-29,1331.250000,1350.750000,1331.250000,1343.949951,1343.949951,4997023
2022-06-30,1336.000000,1354.000000,1336.000000,1348.000000,1348.000000,6237911
2022-07-01,1343.949951,1360.000000,1330.050049,1353.750000,1353.750000,5736226
2022-07-04,1353.699951,1360.199951,1342.250000,1355.650024,1355.650024,4243740
2022-07-05,1364.000000,1379.349976,1348.300049,1352.599976,1352.599976,7162859
2022-07-06,1348.000000,1373.400024,1347.099976,1371.250000,1371.250000,7524539
2022-07-07,1380.000000,1398.000000,1374.449951,1395.800049,1395.800049,8871571
2022-07-08,1410.000000,1410.000000,1394.750000,1397.099976,1397.099976,6237015
2022-07-11,1394.000000,1409.900024,1393.250000,1406.150024,1406.150024,3731416
2022-07-12,1405.250000,1405.250000,1389.400024,1391.800049,1391.800049,4938487
2022-07-13,1390.000000,1394.199951,1354.250000,1357.849976,1357.849976,7972805
2022-07-14,1362.000000,1372.650024,1349.250000,1351.050049,1351.050049,5186205
2022-07-15,1353.000000,1364.900024,1346.800049,1362.050049,1362.050049,6797823
2022-07-18,1348.000000,1366.099976,1342.050049,1347.550049,1347.550049,10166110
2022-07-19,1337.000000,1358.550049,1337.000000,1348.050049,1348.050049,7896269
2022-07-20,1359.900024,1371.099976,1355.250000,1365.050049,1365.050049,10173931
2022-07-21,1360.550049,1369.500000,1358.099976,1360.750000,1360.750000,6320139
2022-07-22,1366.000000,1397.000000,1362.400024,1392.500000,1392.500000,6364796
2022-07-25,1395.000000,1404.599976,1383.300049,1396.599976,1396.599976,5071563
2022-07-26,1396.000000,1402.000000,1386.300049,1393.750000,1393.750000,4263982
2022-07-27,1388.900024,1406.000000,1384.250000,1404.400024,1404.400024,4606389
2022-07-28,1415.050049,1424.000000,1411.000000,1416.849976,1416.849976,8710203
2022-07-29,1438.000000,1438.599976,1415.300049,1434.199951,1434.199951,10009868
2022-08-01,1439.000000,1448.449951,1430.050049,1446.150024,1446.150024,6596518
2022-08-02,1442.000000,1444.599976,1423.050049,1430.250000,1430.250000,7518255
2022-08-03,1424.949951,1435.750000,1417.000000,1433.599976,1433.599976,5487749
2022-08-04,1440.000000,1446.699951,1412.949951,1431.900024,1431.900024,6006103
2022-08-05,1433.000000,1436.949951,1421.150024,1427.050049,1427.050049,4634491
2022-08-08,1428.000000,1464.500000,1427.099976,1462.050049,1462.050049,7678868
2022-08-10,1461.349976,1471.500000,1449.050049,1466.300049,1466.300049,8676551
2022-08-11,1486.500000,1491.000000,1474.550049,1485.699951,1485.699951,9150883
2022-08-12,1485.000000,1489.300049,1475.949951,1485.150024,1485.150024,4425185
2022-08-16,1494.800049,1508.500000,1488.050049,1502.150024,1502.150024,6281878
2022-08-17,1500.000000,1512.750000,1485.750000,1509.900024,1509.900024,6192175
2022-08-18,1500.000000,1513.900024,1499.650024,1511.699951,1511.699951,4171069
2022-08-19,1510.000000,1512.000000,1490.000000,1493.050049,1493.050049,4031851
2022-08-22,1484.800049,1488.349976,1467.699951,1470.349976,1470.349976,4117033
2022-08-23,1453.300049,1475.949951,1450.400024,1465.800049,1465.800049,7483442
2022-08-24,1461.900024,1475.500000,1459.199951,1472.849976,1472.849976,6727760
2022-08-25,1479.900024,1486.800049,1457.000000,1464.849976,1464.849976,5911520
2022-08-26,1472.050049,1481.800049,1461.199951,1465.099976,1465.099976,3853088
2022-08-29,1437.000000,1446.000000,1428.599976,1439.400024,1439.400024,4326589
2022-08-30,1446.449951,1489.949951,1443.099976,1486.099976,1486.099976,5067700
2022-09-01,1464.750000,1489.449951,1459.000000,1472.150024,1472.150024,11201568
2022-09-02,1472.150024,1490.500000,1465.199951,1485.500000,1485.500000,6019043
2022-09-05,1486.099976,1499.000000,1484.099976,1495.050049,1495.050049,6065966
2022-09-06,1498.900024,1506.650024,1486.449951,1489.349976,1489.349976,6119348
2022-09-07,1471.300049,1490.000000,1471.300049,1482.300049,1482.300049,4888103
2022-09-08,1490.099976,1500.000000,1482.150024,1497.599976,1497.599976,5582345
2022-09-09,1496.199951,1509.000000,1494.050049,1498.599976,1498.599976,7564444
2022-09-12,1500.000000,1504.000000,1490.000000,1493.550049,1493.550049,5540246
2022-09-13,1498.900024,1515.900024,1498.550049,1513.099976,1513.099976,6500983
2022-09-14,1494.050049,1538.900024,1492.349976,1528.650024,1528.650024,10109880
2022-09-15,1530.000000,1540.949951,1512.000000,1520.699951,1520.699951,6769686
2022-09-16,1503.099976,1514.699951,1483.000000,1492.750000,1492.750000,10280023
2022-09-19,1489.000000,1514.000000,1480.000000,1502.599976,1502.599976,6038019
2022-09-20,1514.000000,1524.000000,1509.900024,1520.699951,1520.699951,5390834
2022-09-21,1508.000000,1521.500000,1505.000000,1518.349976,1518.349976,4536152
2022-09-22,1502.000000,1510.150024,1482.750000,1486.000000,1486.000000,6024072
2022-09-23,1472.349976,1475.000000,1437.000000,1446.150024,1446.150024,7903126
2022-09-26,1425.349976,1436.449951,1418.000000,1426.650024,1426.650024,4461743
2022-09-27,1432.400024,1440.000000,1407.000000,1413.849976,1413.849976,6319850
2022-09-28,1406.000000,1410.599976,1385.900024,1389.550049,1389.550049,5908066
2022-09-29,1396.300049,1402.199951,1378.800049,1382.349976,1382.349976,7205194
2022-09-30,1378.800049,1431.449951,1365.000000,1421.349976,1421.349976,7890878
2022-10-03,1409.949951,1417.849976,1401.099976,1413.199951,1413.199951,5770556
2022-10-04,1429.500000,1458.000000,1426.150024,1453.000000,1453.000000,5769263
2022-10-06,1459.949951,1462.599976,1434.199951,1437.000000,1437.000000,6274599
2022-10-07,1430.250000,1434.949951,1420.349976,1430.800049,1430.800049,6648997
2022-10-10,1408.000000,1426.000000,1398.199951,1415.000000,1415.000000,6554651
2022-10-11,1401.099976,1417.000000,1399.449951,1400.650024,1400.650024,7260810
2022-10-12,1403.199951,1414.849976,1397.300049,1409.800049,1409.800049,4612525
2022-10-13,1402.050049,1406.250000,1384.000000,1393.599976,1393.599976,7357117
2022-10-14,1417.000000,1447.000000,1415.250000,1439.000000,1439.000000,6424960
2022-10-17,1435.000000,1457.599976,1427.000000,1446.550049,1446.550049,9205250
2022-10-18,1458.050049,1462.900024,1440.000000,1443.849976,1443.849976,5280554
2022-10-19,1464.000000,1477.400024,1453.400024,1458.650024,1458.650024,6483520
2022-10-20,1444.000000,1452.900024,1442.500000,1448.800049,1448.800049,3949039
2022-10-21,1452.000000,1457.650024,1434.000000,1438.599976,1438.599976,5246303
2022-10-24,1454.300049,1463.000000,1454.300049,1461.050049,1461.050049,1083897
2022-10-25,1461.099976,1467.800049,1445.000000,1450.900024,1450.900024,6886697
2022-10-27,1464.500000,1467.349976,1451.250000,1454.400024,1454.400024,7968638
2022-10-28,1450.000000,1467.000000,1447.400024,1458.699951,1458.699951,5237139
2022-10-31,1472.000000,1498.000000,1467.250000,1496.699951,1496.699951,6415264
2022-11-01,1503.500000,1529.000000,1498.900024,1513.250000,1513.250000,9536878
2022-11-02,1517.000000,1528.250000,1511.599976,1514.199951,1514.199951,6360203
2022-11-03,1497.699951,1520.250000,1497.000000,1507.550049,1507.550049,5166176
2022-11-04,1503.199951,1516.099976,1489.599976,1497.150024,1497.150024,5409030
2022-11-07,1510.000000,1512.000000,1492.099976,1508.800049,1508.800049,4917917
2022-11-09,1515.050049,1517.949951,1504.000000,1508.349976,1508.349976,4634895
2022-11-10,1497.099976,1527.000000,1495.050049,1524.750000,1524.750000,6387091
2022-11-11,1545.000000,1637.000000,1538.000000,1611.150024,1611.150024,28361169
2022-11-14,1612.000000,1628.000000,1598.000000,1615.050049,1615.050049,9597695
2022-11-15,1623.150024,1623.150024,1605.250000,1619.000000,1619.000000,5515101
2022-11-16,1618.650024,1642.000000,1612.000000,1632.900024,1632.900024,6789075
2022-11-17,1618.099976,1631.550049,1613.900024,1618.150024,1618.150024,6050465
2022-11-18,1621.000000,1623.000000,1605.250000,1613.900024,1613.900024,5229616
2022-11-21,1607.650024,1612.000000,1590.199951,1597.349976,1597.349976,4172408
2022-11-22,1600.000000,1604.349976,1591.000000,1595.000000,1595.000000,4273157
2022-11-23,1605.000000,1605.000000,1594.000000,1599.150024,1599.150024,5092869
2022-11-24,1605.949951,1632.000000,1599.150024,1625.150024,1625.150024,8598980
2022-11-25,1629.699951,1631.699951,1614.099976,1617.650024,1617.650024,4205248
2022-11-28,1602.900024,1607.449951,1594.050049,1600.250000,1600.250000,8052990
2022-11-29,1597.250000,1612.349976,1592.849976,1597.849976,1597.849976,6319118
2022-11-30,1597.099976,1612.900024,1597.099976,1608.449951,1608.449951,7592403
2022-12-01,1622.000000,1637.000000,1615.000000,1619.500000,1619.500000,10223183
2022-12-02,1610.000000,1618.599976,1605.150024,1607.099976,1607.099976,3905539
2022-12-05,1609.949951,1614.599976,1596.199951,1612.949951,1612.949951,5796311
2022-12-06,1601.000000,1613.699951,1600.000000,1611.150024,1611.150024,6176546
2022-12-07,1614.150024,1618.599976,1604.449951,1610.449951,1610.449951,5837360
2022-12-08,1610.000000,1626.000000,1605.000000,1619.500000,1619.500000,7401817
2022-12-09,1626.000000,1634.849976,1620.000000,1631.050049,1631.050049,5981692
2022-12-12,1625.000000,1653.599976,1621.400024,1643.750000,1643.750000,7217404
2022-12-13,1650.000000,1657.000000,1645.000000,1648.300049,1648.300049,8515851
2022-12-14,1653.000000,1665.500000,1650.000000,1662.250000,1662.250000,7113820
2022-12-15,1657.050049,1669.400024,1627.050049,1631.800049,1631.800049,9091324
2022-12-16,1620.050049,1645.099976,1609.000000,1639.650024,1639.650024,7323979
2022-12-19,1644.000000,1646.650024,1626.199951,1644.750000,1644.750000,4802271
2022-12-20,1620.199951,1636.400024,1620.199951,1633.400024,1633.400024,3587349
2022-12-21,1641.000000,1644.800049,1606.550049,1617.599976,1617.599976,4634599
2022-12-22,1622.199951,1627.500000,1609.000000,1612.050049,1612.050049,4873548
2022-12-23,1587.000000,1604.150024,1585.449951,1597.650024,1597.650024,5346576
2022-12-26,1599.500000,1639.000000,1590.000000,1629.449951,1629.449951,4953661
2022-12-27,1633.000000,1635.949951,1613.500000,1631.099976,1631.099976,3963386
2022-12-28,1623.099976,1633.000000,1623.099976,1629.800049,1629.800049,4345935
2022-12-29,1620.099976,1643.500000,1611.000000,1641.300049,1641.300049,5506448
2022-12-30,1645.000000,1645.000000,1620.000000,1628.150024,1628.150024,3561320
2023-01-02,1627.000000,1639.750000,1618.550049,1628.699951,1628.699951,2190689
2023-01-03,1622.199951,1643.000000,1622.199951,1639.349976,1639.349976,4189015
2023-01-04,1635.000000,1645.750000,1607.000000,1610.050049,1610.050049,5175800
2023-01-05,1615.000000,1618.050049,1589.400024,1599.699951,1599.699951,5470718
2023-01-06,1602.000000,1609.099976,1578.199951,1594.400024,1594.400024,4546231
2023-01-09,1596.000000,1611.550049,1590.000000,1597.500000,1597.500000,5364670
2023-01-10,1600.000000,1600.000000,1565.000000,1568.300049,1568.300049,8185883
2023-01-11,1567.949951,1598.000000,1560.000000,1590.900024,1590.900024,7597899
2023-01-12,1587.800049,1603.900024,1584.150024,1599.400024,1599.400024,4625035
2023-01-13,1598.750000,1609.900024,1586.000000,1600.650024,1600.650024,4622273
2023-01-16,1615.000000,1621.300049,1580.300049,1585.300049,1585.300049,7374047
2023-01-17,1589.800049,1611.000000,1577.500000,1608.900024,1608.900024,5393177
2023-01-18,1605.000000,1641.599976,1599.699951,1637.300049,1637.300049,9545321
2023-01-19,1637.000000,1650.000000,1633.000000,1644.099976,1644.099976,5586081
2023-01-20,1644.099976,1669.000000,1643.400024,1660.949951,1660.949951,9421702
2023-01-23,1666.250000,1682.599976,1661.400024,1673.099976,1673.099976,7722200
2023-01-24,1675.050049,1702.400024,1675.000000,1695.500000,1695.500000,12491970
2023-01-25,1691.400024,1692.949951,1645.300049,1648.650024,1648.650024,7352071
2023-01-27,1632.000000,1637.000000,1589.949951,1615.800049,1615.800049,17589974
2023-01-30,1595.000000,1625.300049,1582.000000,1614.150024,1614.150024,9256411
2023-01-31,1619.699951,1622.699951,1595.000000,1603.500000,1603.500000,9298122
2023-02-01,1624.000000,1665.000000,1606.000000,1627.550049,1627.550049,8651395
2023-02-02,1608.099976,1624.500000,1588.750000,1603.349976,1603.349976,8748553
2023-02-03,1611.000000,1660.500000,1607.000000,1658.800049,1658.800049,7205550
2023-02-06,1660.000000,1669.400024,1646.199951,1651.750000,1651.750000,5583836
2023-02-07,1659.400024,1664.900024,1632.599976,1654.199951,1654.199951,5132294
2023-02-08,1654.250000,1668.199951,1650.000000,1654.000000,1654.000000,4222413
2023-02-09,1660.000000,1661.650024,1635.550049,1650.550049,1650.550049,5888668
2023-02-10,1648.800049,1658.500000,1642.199951,1657.099976,1657.099976,4086058
2023-02-13,1655.000000,1661.750000,1644.550049,1658.349976,1658.349976,2868472
2023-02-14,1665.000000,1677.500000,1657.949951,1673.699951,1673.699951,5454296
2023-02-15,1678.000000,1678.000000,1657.650024,1670.300049,1670.300049,5718988
